NAME_NICKNAME,RECORD,HEIGHT,WEIGHT,REACH,STANCE,DOB,SLpM,Str_Acc,SApM,Str_Def,TD_Avg,TD_Acc,TD_Def,Sub_Avg,URL
Megan Anderson_,8/2/2000,"6' 0""",145 lbs.,--,,11-Feb-90,0,0%,0,0%,0,0%,0%,0,http://www.fightmetric.com/fighter-details/a0e75f4a13eb73f1
Janay Harding_Hollowpoint,3/2/2000,--,135 lbs.,--,,--,0,0%,0,0%,0,0%,0%,0,http://www.fightmetric.com/fighter-details/b9c3ee342eb72100
Mark Hominick_The Machine,20-12-0,"5' 8""",145 lbs.,"68""",Orthodox,22-Jul-82,4.08,42%,4.18,69%,0.25,66%,71%,0.9,http://www.fightmetric.com/fighter-details/0a97691039c4bbfb
Dhiego Lima_,14-6-0,"6' 2""",170 lbs.,"74""",Orthodox,31-Jan-89,3.59,48%,3.98,52%,3.52,66%,33%,2.3,http://www.fightmetric.com/fighter-details/e9213f53ddeca978
Tom Duquesnoy_FireKid,15-2-0 (1 NC),"5' 7""",135 lbs.,"68""",Orthodox,21-Jun-93,3.37,46%,5.03,57%,0.73,100%,33%,0,http://www.fightmetric.com/fighter-details/e979c76341f19b22
Yair Rodriguez_El Pantera,11/2/2000,"5' 11""",145 lbs.,"71""",,6-Oct-92,3.86,43%,2.59,58%,1.3,40%,62%,1.3,http://www.fightmetric.com/fighter-details/cbf5e6f231b55443
Jason Black_The Black Legion,23-4-1,"5' 8""",155 lbs.,--,Orthodox,15-Jul-72,1.06,47%,2.6,45%,0.48,33%,28%,6.2,http://www.fightmetric.com/fighter-details/b2f743746e8dcfa2
Hector Lombard_Showeather,34-8-1 (2 NC),"5' 9""",185 lbs.,"71""",Southpaw,2-Feb-78,2.99,44%,3.35,53%,1.93,48%,82%,0.5,http://www.fightmetric.com/fighter-details/db1f2ed63b54b9a7
Josh Barnett_The Warmaster,35-8-0,"6' 3""",250 lbs.,"78""",Orthodox,10-Nov-77,3.2,50%,2.11,57%,1.26,55%,55%,1.4,http://www.fightmetric.com/fighter-details/ad3f53c454cbbead
Gadzhimurad Antigulov_,20-4-0,"5' 11""",205 lbs.,"70""",Orthodox,9-Feb-87,0.58,25%,0.87,66%,8.65,100%,0%,8.7,http://www.fightmetric.com/fighter-details/af997f7611673880
Courtney Buck_,10/5/2000,"5' 10""",135 lbs.,--,Orthodox,19-Mar-82,1.49,28%,3.24,54%,0,0%,33%,0,http://www.fightmetric.com/fighter-details/3feed7d02711d8b7
Juliana Lima_Ju Thai,9/4/2000,"5' 5""",115 lbs.,"65""",Orthodox,15-Mar-82,2.08,43%,1.93,60%,1.85,30%,70%,0,http://www.fightmetric.com/fighter-details/75a6a390fd5dca46
Aaron Rosa_,17-5-0,"6' 4""",205 lbs.,"78""",Orthodox,28-May-83,4.03,47%,4.41,45%,0.36,33%,85%,0.4,http://www.fightmetric.com/fighter-details/11f8860028b68fcf
Paul Craig_Bearjew,9/2/2000,"6' 3""",205 lbs.,"76""",Orthodox,27-Nov-87,3.73,58%,3.36,49%,0.93,16%,66%,2.8,http://www.fightmetric.com/fighter-details/eabf206b162b3b83
Motoki Miyazawa_,7/3/2000,"5' 11""",168 lbs.,--,Southpaw,--,1.23,28%,3.91,61%,0,0%,0%,0,http://www.fightmetric.com/fighter-details/9649d75defe0dedb
Charles Byrd_Kid Dynamite,8/4/2000,"5' 10""",185 lbs.,"73""",Orthodox,11-Oct-83,3.51,54%,1.09,60%,3.76,100%,57%,2.5,http://www.fightmetric.com/fighter-details/76ee3d666c648f6b
Derek Bohi_Marshmallow,8/5/2000,"6' 4""",260 lbs.,--,,--,0,0%,0,0%,0,0%,0%,0,http://www.fightmetric.com/fighter-details/70a1c7626b5e0599
Cameron Olson_Cap'n Crunch,7-3-0 (1 NC),"6' 1""",205 lbs.,"75""",Orthodox,22-Nov-89,3.13,47%,2.2,57%,3,42%,100%,1,http://www.fightmetric.com/fighter-details/5a9104718439ef44
John Cofer_The Potter,7/4/2000,"5' 9""",155 lbs.,"73""",Southpaw,29-Apr-84,2.73,41%,3.43,62%,1.22,50%,64%,0,http://www.fightmetric.com/fighter-details/8b260672a21d1fd6
Josh Smith_,6/5/2000,"6' 0""",155 lbs.,--,Orthodox,2-Jul-82,0.73,28%,1.4,54%,0,0%,57%,2,http://www.fightmetric.com/fighter-details/f626aa1c85f8af03
Billy Vaughan_,11/9/2000,"5' 6""",155 lbs.,--,,2-Dec-83,0,0%,1.36,50%,0,0%,0%,0,http://www.fightmetric.com/fighter-details/61428ed51f5ff465
Dennis Olson_,14-11-0,"6' 0""",170 lbs.,--,,--,1.02,42%,5.27,38%,2.77,40%,0%,0,http://www.fightmetric.com/fighter-details/8e0709784259402d
Maximo Blanco_Maxi,12-8-1 (1 NC),"5' 8""",145 lbs.,"71""",Orthodox,16-Oct-83,4.11,44%,3.19,66%,1.85,36%,63%,0.3,http://www.fightmetric.com/fighter-details/4a1329cc8eb0928a
Chris Mickle_,28-16-2 (1 NC),"5' 9""",145 lbs.,--,Orthodox,10-Jul-83,3.03,27%,9.7,48%,0,0%,0%,0,http://www.fightmetric.com/fighter-details/f903967fd320da38
Jonatas Novaes_,9/3/2000,"5' 11""",170 lbs.,--,,2-Mar-81,0,0%,0,0%,0,0%,0%,0,http://www.fightmetric.com/fighter-details/9e8e5c529057fe60
Dustin Neace_The Beast,23-18-1 (1 NC),"5' 9""",145 lbs.,--,,12-Sep-86,2.08,32%,2.66,56%,0,0%,0%,1.7,http://www.fightmetric.com/fighter-details/e503aa5c252a1b4d
Leo Kuntz_The Lion,17-3-1,"5' 10""",155 lbs.,"74""",Orthodox,3-Oct-83,1.68,32%,3.8,45%,1.99,25%,33%,0.7,http://www.fightmetric.com/fighter-details/6905d45bd71b50a9
Francisco Trevino_Sitkayan,12/2/2000,"5' 9""",155 lbs.,"70""",Orthodox,17-Dec-81,2.65,42%,2.42,64%,0.97,22%,41%,0,http://www.fightmetric.com/fighter-details/97a6bbe6e6566a94
Bronson Mohika_,1/1/2000,--,135 lbs.,--,,--,0,0%,0,0%,0,0%,0%,0,http://www.fightmetric.com/fighter-details/65239fccecd03404
Israel Delgado_,0-2-0,"5' 10""",155 lbs.,--,,--,0,0%,0,0%,0,0%,0%,0,http://www.fightmetric.com/fighter-details/01f4bcd26ac08ad5
Lavar Johnson_Big,17-7-0,"6' 4""",240 lbs.,"82""",Orthodox,11-Jun-77,5.39,55%,2.54,55%,0.61,66%,54%,0.6,http://www.fightmetric.com/fighter-details/e6c5908910cc26e4
Darrell Montague_Mongoose,13-5-0,"5' 6""",125 lbs.,"67""",Southpaw,3-Nov-87,1.92,25%,5.38,52%,0.72,25%,33%,1.4,http://www.fightmetric.com/fighter-details/bffeb123b21c9aad
Sijara Eubanks_Sarj,3/2/2000,"5' 4""",125 lbs.,"67""",,27-Apr-85,0,0%,0,0%,0,0%,0%,0,http://www.fightmetric.com/fighter-details/4234f0097c83fa62
Tetsuji Kato_,20-10-0,--,155 lbs.,--,Orthodox,--,1.2,29%,2.1,70%,2,57%,80%,0.5,http://www.fightmetric.com/fighter-details/542db012217ecb83
Brandon Gaines_,5/16/2000,"6' 3""",185 lbs.,--,,--,0,0%,0,0%,0,0%,0%,0,http://www.fightmetric.com/fighter-details/8e6cfbd455f0f9c2
Tom Tuggle_The Law,0-3-0,"6' 2""",250 lbs.,--,Orthodox,--,0,0%,2.14,0%,32.14,100%,0%,0,http://www.fightmetric.com/fighter-details/b9aa7d230865b5fe
Belal Muhammad_Remember the Name,13-2-0,"5' 11""",170 lbs.,"72""",Orthodox,9-Jul-88,4.63,41%,4.51,56%,2.38,35%,85%,0,http://www.fightmetric.com/fighter-details/b1b0729d27936f2f
Todd Medina_El Tiburon,11-9-0 (1 NC),"5' 10""",193 lbs.,--,Southpaw,--,0,0%,0,0%,0,0%,0%,0,http://www.fightmetric.com/fighter-details/b60391da771deefe
Nico Musoke_Nico,13-5-0 (1 NC),"6' 0""",170 lbs.,"75""",Orthodox,5-Apr-86,3.56,35%,3.8,57%,1.16,19%,82%,0.2,http://www.fightmetric.com/fighter-details/8b5f9ea38184ded3
Matt Skelton_,0-1-0,"6' 3""",265 lbs.,--,Orthodox,23-Jan-67,0,0%,0.54,0%,0,0%,66%,0,http://www.fightmetric.com/fighter-details/caced97768818230
Ricardo Funch_Golden Boy,8/4/2000,"5' 10""",170 lbs.,"76""",Southpaw,14-Aug-80,2.61,65%,3.57,40%,1.24,18%,60%,0,http://www.fightmetric.com/fighter-details/e9e1acc96536bb4f
Adlan Amagov_Borz,13-2-1,"6' 2""",170 lbs.,"76""",Orthodox,30-Oct-86,3.29,47%,0.82,78%,5.84,56%,100%,0,http://www.fightmetric.com/fighter-details/1e327b281ef6a745
Claudio Silva_Hannibal,11/1/2000,"5' 11""",170 lbs.,"71""",Southpaw,6-Sep-82,2.33,45%,2.47,45%,3,25%,0%,0.5,http://www.fightmetric.com/fighter-details/6f7c616b98e18c29
Mal Foki_Twin Tiger,5/5/2000,"5' 7""",220 lbs.,--,Orthodox,--,2.86,14%,14.29,54%,0,0%,0%,0,http://www.fightmetric.com/fighter-details/fa534853eb195270
Daniel Kelly_,13-3-0,"6' 0""",185 lbs.,"70""",Southpaw,31-Oct-77,3.69,39%,4.57,62%,1.93,34%,78%,0.3,http://www.fightmetric.com/fighter-details/bdcbb976816fd256
Abel Cullum_The Silent Assassin,18-6-0,"5' 7""",139 lbs.,--,Orthodox,21-Apr-87,1.82,40%,1.23,46%,4.01,52%,0%,2.8,http://www.fightmetric.com/fighter-details/2f8f3c69522db931
Terry Etim_,15-5-0,"6' 1""",155 lbs.,"73""",Orthodox,11-Jan-86,2.16,35%,2.53,67%,0.43,30%,39%,1.4,http://www.fightmetric.com/fighter-details/33011768c3c4dc9a
Jason Young_Shotgun,8/7/2000,"5' 9""",145 lbs.,"73""",Orthodox,28-Jun-86,2.97,37%,3.2,50%,1.98,66%,55%,0,http://www.fightmetric.com/fighter-details/f59e9e49ef85b469
Takafumi Otsuka_,12/9/2001,"5' 6""",139 lbs.,--,Orthodox,--,1.29,27%,2.12,67%,1.64,27%,65%,0,http://www.fightmetric.com/fighter-details/6b8f28da9a483049
Guto Inocente_,6/4/2000,"6' 3""",205 lbs.,"77""",Orthodox,29-May-86,4.13,66%,2.92,54%,0.67,33%,66%,0.7,http://www.fightmetric.com/fighter-details/e7fe5315b1efeb92
Andrei Semenov_,30-9-2,"6' 0""",185 lbs.,--,Orthodox,17-Jun-77,0.78,15%,2.44,60%,1.74,80%,55%,0.4,http://www.fightmetric.com/fighter-details/5f2f0da6fd6a84fd
Pat Audinwood_Awesomely Awesome,9/2/2001,"6' 0""",155 lbs.,--,Orthodox,16-Apr-86,1.17,12%,4.31,41%,0.8,50%,0%,0,http://www.fightmetric.com/fighter-details/196ed28337adc630
Warlley Alves_,12/2/2000,"5' 11""",170 lbs.,"72""",Orthodox,4-Jan-91,2.8,46%,4.1,50%,1.3,43%,75%,1.1,http://www.fightmetric.com/fighter-details/d317a5e2b3f88c5f
George Pacurariu_Constantine,10/5/2000,"5' 7""",135 lbs.,--,,28-Jul-84,4.69,53%,2.68,63%,5.03,100%,100%,5,http://www.fightmetric.com/fighter-details/c51da79b0346b5b7
Christian Colombo_Godzilla,8/3/2001,"6' 5""",265 lbs.,"80""",Orthodox,1-Jul-80,2.76,44%,4.02,42%,0,0%,33%,0,http://www.fightmetric.com/fighter-details/9123c54d0a2b72dd
Cindy Dandois_Battle Cat,8/3/2000,"5' 7""",135 lbs.,"68""",Orthodox,26-Oct-84,3.13,32%,3.4,58%,5,55%,0%,0,http://www.fightmetric.com/fighter-details/9eef6584fab21fbb
John Hosman_,18-8-1,"5' 10""",135 lbs.,--,Southpaw,13-Nov-80,1.11,38%,1.52,45%,0,0%,46%,0,http://www.fightmetric.com/fighter-details/57591bbf1623574e
Dustin Moore_,0-2-0,"5' 4""",125 lbs.,--,,--,0,0%,0,0%,0,0%,0%,0,http://www.fightmetric.com/fighter-details/831de97afe326478
Mike Lullo_,8/3/2000,"5' 8""",145 lbs.,--,Orthodox,24-Jul-79,2.48,36%,4.84,40%,1.18,11%,0%,0.6,http://www.fightmetric.com/fighter-details/e26882820f9e8df5
Jenel Lausa_The Demolition Man,7/4/2000,"5' 5""",125 lbs.,"68""",Orthodox,1-Aug-88,1.58,41%,3.69,53%,0.67,66%,60%,1,http://www.fightmetric.com/fighter-details/ec664422b22d9787
John Renken_The Saint,19-28-3 (1 NC),"6' 0""",190 lbs.,--,Orthodox,--,0,0%,0,0%,0,0%,0%,0,http://www.fightmetric.com/fighter-details/1507214bbc7a79e2
Shamar Bailey_,12/5/2000,"5' 9""",155 lbs.,"75""",,22-Sep-82,1.56,20%,3.91,69%,1.5,33%,37%,0,http://www.fightmetric.com/fighter-details/e2b8186b618b00c4
Jesse Bongfeldt_Water,15-5-1,"6' 0""",185 lbs.,--,Orthodox,28-Aug-80,2.91,62%,1.01,50%,1.51,33%,33%,0,http://www.fightmetric.com/fighter-details/934de214814b8ff4
Elias Urbina_,3/1/2000,"6' 3""",185 lbs.,"77""",Southpaw,9-Oct-93,3.85,37%,6.17,50%,0,0%,0%,0,http://www.fightmetric.com/fighter-details/47fcdcaccb58ca80
Patrick Cote_The Predator,24-11-0,"5' 11""",170 lbs.,"71""",Orthodox,29-Feb-80,2.81,48%,3.21,48%,0.68,20%,43%,0.2,http://www.fightmetric.com/fighter-details/9fa3bd637edd9aa2
Derek Campos_The Stallion,19-6-0,"5' 9""",155 lbs.,--,,1-Apr-88,2.41,23%,10.34,44%,0,0%,0%,0,http://www.fightmetric.com/fighter-details/aa8dc72b3a1f761c
Tsuyoshi Kurihara_,6/7/2002,"5' 10""",185 lbs.,--,Orthodox,13-Jul-73,0,0%,12,50%,0,0%,0%,0,http://www.fightmetric.com/fighter-details/032b65d5fff611b2
JP Felty_,1/2/2000,--,170 lbs.,--,,28-Apr-79,0,0%,0,0%,0,0%,0%,0,http://www.fightmetric.com/fighter-details/954e3f4e2b0e6510
Lissette Neri_,6/4/2000,"5' 2""",145 lbs.,--,,5-Aug-87,0,0%,0,0%,0,0%,0%,0,http://www.fightmetric.com/fighter-details/f4db63258ecf0613
Melvin Guillard_The Young Assassin,48-15-3 (2 NC),"5' 9""",155 lbs.,"68""",Orthodox,30-Mar-83,2.96,40%,1.85,66%,1.3,63%,61%,0.2,http://www.fightmetric.com/fighter-details/ccd1299e0345e0ce
Yoislandy Izquierdo_Cuba,6/2/2000,"5' 11""",155 lbs.,--,Southpaw,9-Jan-84,2.93,52%,1.4,26%,0,0%,50%,0,http://www.fightmetric.com/fighter-details/afc2a7ce0c763bd5
Humberto Bandenay_,14-4-0 (1 NC),"5' 11""",145 lbs.,--,Southpaw,4-Sep-94,11.54,71%,2.31,66%,0,0%,0%,0,http://www.fightmetric.com/fighter-details/2c2caf2f2bab9df5
Will Chope_The Kill,19-6-0,"6' 4""",145 lbs.,"76""",Switch,8-Sep-90,4.43,27%,9.93,46%,0,0%,0%,0,http://www.fightmetric.com/fighter-details/db5dc7cb80d7d418
Zach Light_,8/11/2000,"5' 8""",170 lbs.,--,Orthodox,6-Feb-74,0.81,33%,1.9,48%,1.36,100%,0%,0,http://www.fightmetric.com/fighter-details/5d7c18191b8aa432
Diego Saraiva_The Octopus,21-16-1,"5' 6""",155 lbs.,--,Orthodox,23-Apr-82,1.64,32%,3.58,62%,1.33,40%,0%,0.7,http://www.fightmetric.com/fighter-details/4f4dac51adc1af4f
Tristan Arenal_,4/1/2000,--,155 lbs.,--,,--,0,0%,0,0%,0,0%,0%,0,http://www.fightmetric.com/fighter-details/9c9455912d917e4e
Hayder Hassan_Hulk,6/3/2000,"5' 10""",170 lbs.,"70""",,20-Oct-82,2.11,46%,3.16,48%,0,0%,25%,0,http://www.fightmetric.com/fighter-details/cf615eb4b7862c76
Antoni Hardonk_,8/6/2000,"6' 4""",245 lbs.,"78""",Orthodox,5-Feb-76,3.4,61%,3.07,46%,0,0%,40%,0.9,http://www.fightmetric.com/fighter-details/69b69c0178c4004d
Katsunori Kikuno_,23-8-2,"5' 8""",145 lbs.,"66""",Orthodox,31-Oct-81,2.64,40%,2.47,61%,1.88,75%,76%,0.8,http://www.fightmetric.com/fighter-details/44470bfd9483c7ad
Gareth Joseph_,9/4/2000,--,205 lbs.,--,,--,0,0%,0,0%,0,0%,0%,0,http://www.fightmetric.com/fighter-details/8ecb9f42da5ef5ac
Dennis Bermudez_The Menace,17-7-0,"5' 6""",145 lbs.,"66""",Orthodox,13-Dec-86,4.36,45%,2.99,56%,3.85,41%,86%,1.2,http://www.fightmetric.com/fighter-details/6f242453c91a5af0
Mark Hughes_,6/2/2000,"5' 9""",205 lbs.,--,Southpaw,13-Oct-73,0.9,47%,0.4,42%,3,50%,0%,4.5,http://www.fightmetric.com/fighter-details/d62bb4d84a7267ba
Wataru Sakata_,11/13/2000,"5' 9""",195 lbs.,--,Southpaw,11-Mar-73,1.11,61%,2.08,31%,0,0%,0%,0,http://www.fightmetric.com/fighter-details/d7907a9a968e4d29
Jeremiah Constant_,10-7-0 (1 NC),"6' 1""",240 lbs.,--,Orthodox,19-Jul-74,1.5,75%,3.25,43%,0,0%,0%,7.5,http://www.fightmetric.com/fighter-details/18f5669a92e99d92
Yuji Nagata_,0-2-0,"6' 0""",225 lbs.,--,Orthodox,24-Apr-68,1.45,40%,14.46,4%,0,0%,0%,0,http://www.fightmetric.com/fighter-details/e49c2db95e572dc8
JP Buys_,4/1/2000,"5' 6""",125 lbs.,"66""",Orthodox,30-Apr-96,2.01,42%,3.35,46%,4.02,50%,0%,0,http://www.fightmetric.com/fighter-details/0b362247806341e5
Seichi Ikemoto_,20-17-5,"5' 11""",168 lbs.,--,Orthodox,24-Aug-75,2.59,32%,3.74,57%,1.23,26%,60%,0,http://www.fightmetric.com/fighter-details/81f38d1640c4e70d
Naoki Inoue_,11-0-0,"5' 9""",125 lbs.,"71""",Orthodox,14-Jun-97,4.13,53%,2,59%,0,0%,50%,5,http://www.fightmetric.com/fighter-details/199eb7cf6ae90294
Michael McDonald_The Black Sniper,1/1/2000,"5' 11""",205 lbs.,--,Orthodox,6-Feb-65,0,0%,0.4,50%,0,0%,0%,0,http://www.fightmetric.com/fighter-details/d52ef694108f8235
Rudy Bears_,13-11-0,"5' 11""",170 lbs.,--,Southpaw,--,1.27,29%,2.53,50%,0,0%,0%,0,http://www.fightmetric.com/fighter-details/74f13066b1417ef3
Marcos Vinicius_Vina,20-6-1,"5' 9""",125 lbs.,"70""",Orthodox,5-Dec-79,1.93,49%,2.91,47%,0,0%,25%,0.5,http://www.fightmetric.com/fighter-details/e363b21261814830
Nandor Guelmino_The Hun,11/5/2001,"6' 3""",230 lbs.,"76""",,20-Dec-75,3.62,56%,3.16,33%,0,0%,42%,0,http://www.fightmetric.com/fighter-details/1abfb658cd4f8533
Cristiano Marcello_,13-6-0,"5' 9""",155 lbs.,"72""",Orthodox,3-Dec-77,2.56,33%,3.61,58%,0.44,11%,20%,0.9,http://www.fightmetric.com/fighter-details/ff4c3ab594c7fac3
Ebenezer Fontes Braga_Pitbull,13-7-2,"6' 0""",199 lbs.,--,Orthodox,14-Apr-69,2.42,50%,0.42,71%,0,0%,90%,0.6,http://www.fightmetric.com/fighter-details/dc950d59dc590aca
Khabib Nurmagomedov_The Eagle,25-0-0,"5' 10""",155 lbs.,"70""",Orthodox,20-Sep-88,4.11,50%,1.52,70%,5.85,45%,83%,0.5,http://www.fightmetric.com/fighter-details/032cc3922d871c7f
Simeon Thoresen_The Grin,17-4-1,"6' 1""",170 lbs.,"79""",Orthodox,14-Mar-84,3.85,43%,3.85,64%,1.12,40%,50%,1.7,http://www.fightmetric.com/fighter-details/fea8acf9bfcf09ec
Mark Eddiva_,6/3/2000,"5' 8""",145 lbs.,"68""",Orthodox,16-Feb-86,3.37,45%,2.98,54%,1.45,22%,63%,0,http://www.fightmetric.com/fighter-details/40ff198adda94b9f
Nasrat Haqparast_,8/2/2000,"5' 10""",155 lbs.,"72""",Southpaw,22-Aug-95,1.8,36%,1.27,78%,1,100%,70%,0,http://www.fightmetric.com/fighter-details/b7b84ccd221be298
Ryan Quinn_,13-7-1,"5' 8""",145 lbs.,--,,--,2.31,41%,1.67,48%,0,0%,0%,1.9,http://www.fightmetric.com/fighter-details/cc23ed51619421a3
Roman Salazar_El Gallito,9-4-0 (1 NC),"5' 7""",135 lbs.,"67""",Orthodox,21-Feb-88,1.95,39%,2.89,57%,1.77,18%,50%,0,http://www.fightmetric.com/fighter-details/72c4b253d2f5ebf2
Wes Shivers_,8/1/2000,"6' 8""",--,--,,--,0,0%,0,0%,0,0%,0%,0,http://www.fightmetric.com/fighter-details/ad863b0d57952c57
Amilcar Alves_,11/4/2000,"6' 0""",170 lbs.,--,Southpaw,8-Aug-88,0.5,46%,2.02,30%,0,0%,53%,0,http://www.fightmetric.com/fighter-details/dc5a6b2fdb27e7dc
Dashon Johnson_Flyboy,9/2/2000,"5' 7""",145 lbs.,"70""",Orthodox,25-Jan-88,1.01,69%,3.83,35%,0.85,33%,63%,0.8,http://www.fightmetric.com/fighter-details/36207c58e854cae5
Jadson Costa_,10-2-0 (1 NC),"5' 7""",155 lbs.,--,Orthodox,--,0.2,50%,3.05,50%,0,0%,0%,0,http://www.fightmetric.com/fighter-details/222d6b547de2e035
Karl Amoussou_The Psycho,12/4/2002,"5' 11""",185 lbs.,--,Orthodox,21-Nov-85,1.47,34%,2.67,54%,0,0%,25%,1,http://www.fightmetric.com/fighter-details/23a8c33869bf5392
Bobby Flynn_,6/4/2000,--,170 lbs.,--,,--,0.38,25%,0.77,0%,0,0%,0%,0,http://www.fightmetric.com/fighter-details/c97fc5fbf7d32b8a
Bartosz Fabinski_The Butcher,13-2-0,"6' 0""",185 lbs.,"75""",Orthodox,26-Apr-86,2.2,71%,0.77,50%,8,72%,100%,0,http://www.fightmetric.com/fighter-details/e17ac6410c8377f4
Sokun Koh_,4/1/2000,"6' 1""",205 lbs.,--,,--,0,0%,0,0%,0,0%,0%,0,http://www.fightmetric.com/fighter-details/6d8ef8706781c49e
Matt Wiman_,16-7-0,"5' 10""",155 lbs.,"68""",Orthodox,19-Sep-83,3.51,50%,3.24,54%,2.41,38%,63%,1.8,http://www.fightmetric.com/fighter-details/eb29176b03dfa888
Joe Merritt_Joey Slash,6/1/2000,"6' 0""",170 lbs.,"73""",Orthodox,7-Mar-84,1.53,58%,0.73,66%,0,0%,68%,0,http://www.fightmetric.com/fighter-details/e82d5f54daa85a7e
Johnny Bedford_Brutal,19-13-1 (1 NC),"5' 10""",135 lbs.,"71""",Orthodox,6-Jan-83,4.53,50%,1.75,63%,1.83,62%,62%,0,http://www.fightmetric.com/fighter-details/ffc3e6daaa6da0b7
Bruno Santos_Carioca,14-2-0,"5' 9""",185 lbs.,"69""",Orthodox,17-Jul-87,1.18,46%,2.27,56%,3,37%,66%,0.3,http://www.fightmetric.com/fighter-details/da1d8d76404bb6b5
Chad Sutton_,2/2/2000,"6' 1""",185 lbs.,--,,7-Aug-82,0,0%,0,0%,0,0%,0%,0,http://www.fightmetric.com/fighter-details/556347e2b0e33979
John Marsh_,8/7/2000,"6' 0""",265 lbs.,--,Orthodox,15-Sep-70,0.83,42%,2.23,40%,0.43,100%,54%,0.4,http://www.fightmetric.com/fighter-details/b6b12014698cc345
Will Campuzano_,13-6-0,"5' 9""",125 lbs.,"70""",Orthodox,27-May-86,2.43,31%,3.82,57%,0.88,45%,48%,0.2,http://www.fightmetric.com/fighter-details/901cddcbfa079097
Gabriel Benitez_Moggly,20-7-0,"5' 8""",145 lbs.,"71""",Southpaw,15-Jun-88,4.14,42%,2.6,73%,0,0%,56%,1.6,http://www.fightmetric.com/fighter-details/436f970c9ea9169c
Claudia Gadelha_Claudinha,15-3-0,"5' 4""",115 lbs.,"63""",Orthodox,7-Dec-88,3.44,42%,4.71,57%,3.93,50%,61%,1,http://www.fightmetric.com/fighter-details/ec34349e7dffcde7
Bojan Velickovic_Serbian Steel,15-6-1,"6' 0""",170 lbs.,"76""",Southpaw,18-Dec-88,2.18,34%,2.31,57%,0.67,25%,55%,0.5,http://www.fightmetric.com/fighter-details/fcce75a25c14a804
Brandon Halsey_Bull,9/3/2000,"6' 0""",185 lbs.,--,,16-Sep-86,1.74,47%,0.87,65%,4.98,53%,100%,1.2,http://www.fightmetric.com/fighter-details/e763679f15326ae1
Terrion Ware_Flash,17-6-0,"5' 8""",135 lbs.,"71""",Orthodox,31-Mar-86,4.93,33%,7.83,42%,0,0%,38%,0,http://www.fightmetric.com/fighter-details/ba5e253af86db1a8
Kalindra Faria_,18-6-1,"5' 7""",125 lbs.,--,Switch,23-Jul-86,0,0%,1.03,40%,0,0%,0%,0,http://www.fightmetric.com/fighter-details/27b164b0d1833df0
Drew Pendleton_,4-0-0,--,145 lbs.,--,,8-Dec-83,0,0%,0,0%,0,0%,0%,0,http://www.fightmetric.com/fighter-details/34b634cb2471bdde
Alexandra Albu_Stitch,7-0-0,"5' 2""",115 lbs.,"63""",Orthodox,14-Jul-90,5.26,51%,5.01,41%,3.18,55%,81%,0.6,http://www.fightmetric.com/fighter-details/e76d9f656ceb82ab
Josh Haynes_Bring the Pain,14-11-0,"5' 9""",170 lbs.,--,Orthodox,30-Jul-77,1.25,22%,4.03,52%,0.94,18%,42%,0,http://www.fightmetric.com/fighter-details/6ef58dabef8beb15
Hunter Worsham_The Future,4/2/2000,--,185 lbs.,--,,--,0,0%,0,0%,0,0%,0%,0,http://www.fightmetric.com/fighter-details/8fb808fc2e145bd6
David Douglas_Tarzan,8/3/2000,"5' 11""",155 lbs.,--,,16-Aug-81,0,0%,0,0%,0,0%,0%,0,http://www.fightmetric.com/fighter-details/7cf0944b88966118
Steven Graham_,2/1/2000,"6' 1""",290 lbs.,--,Orthodox,--,0,0%,0,0%,0,0%,0%,0,http://www.fightmetric.com/fighter-details/3e514f437c51ce0a
Lee Kwan Bum_,0-1-0,"6' 2""",286 lbs.,--,Orthodox,--,0.71,14%,0,100%,0,0%,0%,0,http://www.fightmetric.com/fighter-details/c0342805a1948cbb
Michael McDonald_Mayday,17-4-0,"5' 9""",135 lbs.,"70""",Orthodox,15-Jan-91,2.69,42%,2.76,57%,1.09,66%,52%,1.4,http://www.fightmetric.com/fighter-details/d0314416a7f26527
Jason High_The Kansas City Bandit,19-5-0,"5' 8""",155 lbs.,"71""",Southpaw,12-Oct-81,1.28,42%,1.56,48%,2.36,63%,37%,2.8,http://www.fightmetric.com/fighter-details/e5d03e4d966126bd
Brian Schwartz_,1/1/2000,"6' 3""",170 lbs.,--,Orthodox,--,1.27,44%,0.87,45%,0,0%,50%,1,http://www.fightmetric.com/fighter-details/99c80d2bd5dbe5a9
Donald Cerrone_Cowboy,32-10-0 (1 NC),"6' 1""",170 lbs.,"73""",Orthodox,29-Mar-83,4.22,48%,4.08,54%,1.37,38%,71%,1.6,http://www.fightmetric.com/fighter-details/1d00756835ca67c9
Din Thomas_Dinyero,25-8-0 (1 NC),"5' 9""",155 lbs.,--,Orthodox,28-Sep-76,1.85,37%,2.6,59%,1.38,52%,76%,1.2,http://www.fightmetric.com/fighter-details/40a604761ca7d64d
Ivan Lopez_,8/1/2001,"5' 6""",135 lbs.,--,Southpaw,--,0.9,26%,2.24,65%,0,0%,30%,0,http://www.fightmetric.com/fighter-details/0db9d2486d564a3c
Brian Sleeman_,9/9/2001,"5' 8""",185 lbs.,--,,--,4,48%,1.85,70%,9.23,100%,100%,0,http://www.fightmetric.com/fighter-details/9db861c26b63daa8
