NAME_NICKNAME,RECORD,HEIGHT,WEIGHT,REACH,STANCE,DOB,SLpM,Str_Acc,SApM,Str_Def,TD_Avg,TD_Acc,TD_Def,Sub_Avg,URL
Casey Kenney_,7/1/2001,"5' 7""",125 lbs.,"68""",Southpaw,20-Mar-91,4.47,34%,4.1,56%,1.5,33%,100%,1,http://www.fightmetric.com/fighter-details/e7bba7ce4d6c7b07
Erik Koch_New Breed,15-5-0,"5' 10""",155 lbs.,"71""",Southpaw,4-Oct-88,2.11,41%,2.34,46%,0.59,44%,79%,1.3,http://www.fightmetric.com/fighter-details/99bd87a300079ed9
Naoki Matsushita_,12/15/2011,"5' 6""",155 lbs.,--,Orthodox,--,3.3,32%,2.2,63%,1.5,100%,0%,0,http://www.fightmetric.com/fighter-details/990060b2a68a7b82
Brian Bowles_,10/3/2000,"5' 7""",135 lbs.,"70""",Orthodox,22-Jun-80,2.36,26%,2.98,64%,1.39,70%,54%,1.4,http://www.fightmetric.com/fighter-details/b26d3e3746fb4024
Jeremy Stephens_Lil' Heathen,26-14-0,"5' 8""",145 lbs.,"71""",Orthodox,25-May-86,2.99,40%,2.64,60%,1.22,36%,64%,0.5,http://www.fightmetric.com/fighter-details/18968f97ad34f15c
Fabricio Camoes_Morango,14-9-1,"5' 10""",155 lbs.,"73""",Orthodox,23-Dec-78,1.29,33%,1.85,61%,2.34,32%,20%,1.5,http://www.fightmetric.com/fighter-details/7abe471b61725980
Aleksandar Rakic_,9/1/2000,"6' 4""",205 lbs.,"78""",Orthodox,6-Feb-92,3.07,30%,1.6,56%,0,0%,85%,0,http://www.fightmetric.com/fighter-details/333b9e5c723ac873
Mike Zichelle_,8/4/2000,--,205 lbs.,--,,--,0.87,35%,0.87,40%,0,0%,0%,2,http://www.fightmetric.com/fighter-details/6d3398b910461f2f
Adam Hunter_Warhammer,7/1/2000,"6' 1""",185 lbs.,"73""",Orthodox,16-Oct-83,0,0%,0,0%,0,0%,0%,0,http://www.fightmetric.com/fighter-details/edc9eb3051f444fa
Jack Hermansson_The Joker,16-4-0,"6' 1""",185 lbs.,"77""",Orthodox,10-Jun-88,5.09,53%,2.3,65%,1.36,30%,75%,0,http://www.fightmetric.com/fighter-details/0a1942069c9ad6b6
Royce Gracie_,14-2-3,"6' 1""",175 lbs.,--,Southpaw,12-Dec-66,0.88,41%,1.13,37%,0,0%,66%,0.8,http://www.fightmetric.com/fighter-details/429e7d3725852ce9
Sam Oropeza_,5/2/2000,"6' 2""",170 lbs.,--,,--,7.68,56%,1.44,70%,3.6,33%,100%,0,http://www.fightmetric.com/fighter-details/6b8db407d49c6e4b
George Roop_,15-13-1,"6' 1""",135 lbs.,"72""",Orthodox,10-Nov-81,3.43,34%,2.47,60%,1.05,57%,59%,0.1,http://www.fightmetric.com/fighter-details/3c0437fbeda06962
Imani Lee_,2/3/2000,--,--,--,Orthodox,--,0,0%,0.94,33%,0,0%,0%,0,http://www.fightmetric.com/fighter-details/0802be3516ef8f66
Dan O'Connor_Johnny Irish,6-6-0 (1 NC),"5' 4""",115 lbs.,--,,17-Nov-82,4,56%,5.1,54%,0,0%,100%,0,http://www.fightmetric.com/fighter-details/69ea0119f6f0dfe0
Antony Rea_Wild Thing,22-13-0,"6' 0""",205 lbs.,--,Orthodox,15-Jul-76,2.89,28%,5.42,42%,0,0%,100%,0,http://www.fightmetric.com/fighter-details/c36e1f4fa755ffb4
Ronald Jhun_The Machine Gun,24-24-2,"5' 11""",170 lbs.,--,Orthodox,21-Sep-70,1.45,57%,3.01,50%,1.81,100%,100%,0,http://www.fightmetric.com/fighter-details/b9e871af730f826c
James Gabert_,6/4/2000,--,178 lbs.,--,,--,0,0%,0,0%,0,0%,0%,0,http://www.fightmetric.com/fighter-details/fcd8b623892b9a10
Priscila Cachoeira_Pedrita,8-0-0,"5' 7""",135 lbs.,--,,--,0,0%,0,0%,0,0%,0%,0,http://www.fightmetric.com/fighter-details/b1e5bcaad32a3cac
Gary Frazier_,1/2/2000,"6' 0""",245 lbs.,--,Orthodox,--,1.5,39%,2.77,46%,0,0%,100%,0,http://www.fightmetric.com/fighter-details/3beeeafcbc8b4cbc
Wes Combs_The Soldier,19-5-0,"6' 2""",205 lbs.,--,Orthodox,18-Jun-73,2.14,48%,4.73,45%,0,0%,0%,0,http://www.fightmetric.com/fighter-details/a85998eb79650b2c
Fernando Gonzalez_The Menifee Maniac,19-11-0,"5' 9""",170 lbs.,"68""",Southpaw,15-Sep-83,4.18,44%,4.22,65%,0.6,25%,43%,1.5,http://www.fightmetric.com/fighter-details/be5aab761c40ef35
Mike Aina_Iron,12-6-1 (1 NC),"5' 9""",155 lbs.,--,Orthodox,--,2.87,33%,6.33,59%,0,0%,71%,0,http://www.fightmetric.com/fighter-details/9e3dbb9c68ed5d1a
Joey Roberts_,4/3/2000,"6' 2""",200 lbs.,--,,--,0,0%,0,0%,0,0%,0%,0,http://www.fightmetric.com/fighter-details/c058823a2595ab09
Justin Buchholz_,12/6/2000,"6' 0""",155 lbs.,"73""",Orthodox,22-Aug-83,2.35,26%,4.14,51%,0,0%,33%,0.8,http://www.fightmetric.com/fighter-details/231926533134ec1f
Dmitri Stepanov_,0-1-0,"6' 3""",217 lbs.,--,Orthodox,--,0,0%,0,0%,0,0%,0%,0,http://www.fightmetric.com/fighter-details/738acab0c6934dd8
Marcin Wrzosek_The Polish Zombie,10/4/2000,"5' 9""",155 lbs.,--,,14-Oct-87,3.47,43%,4.07,43%,3,25%,33%,0,http://www.fightmetric.com/fighter-details/aac6edb0d5e0b7e9
Maurice Smith_,12/13/2000,"6' 2""",221 lbs.,--,Orthodox,13-Dec-61,0.41,46%,0.47,60%,0.89,50%,20%,0.9,http://www.fightmetric.com/fighter-details/33e33d51f289d2a1
Sean Sherk_The Muscle Shark,36-4-1,"5' 6""",155 lbs.,"67""",Orthodox,5-Aug-73,2.17,35%,2.71,55%,4.09,46%,56%,0.4,http://www.fightmetric.com/fighter-details/029880cdbf5ca089
Kazushi Sakuraba_The Gracie Hunter,26-16-1 (2 NC),"6' 0""",185 lbs.,--,Southpaw,14-Jul-69,1.26,41%,2.03,51%,1.26,31%,48%,1.7,http://www.fightmetric.com/fighter-details/9b5b5a75523728f3
Maryna Moroz_Iron Lady,8/2/2000,"5' 7""",115 lbs.,"67""",Orthodox,8-Sep-91,2.55,24%,2.86,60%,0.24,33%,47%,0.7,http://www.fightmetric.com/fighter-details/b4192a975027aab6
Ron van Clief_The Black Dragon,0-1-0,"5' 10""",190 lbs.,--,Orthodox,25-Jan-43,0,0%,0,0%,0,0%,0%,0,http://www.fightmetric.com/fighter-details/23ab42947c1990e3
Ricardo Morais_The Mutant,10/4/2001,"6' 8""",270 lbs.,--,Orthodox,26-Feb-67,2.86,37%,2.39,53%,0,0%,0%,0,http://www.fightmetric.com/fighter-details/2dc7f1762dc0a7ef
Nobuhiko Takada_,2/6/2002,"6' 0""",220 lbs.,--,Southpaw,12-Apr-62,0.31,24%,1.92,39%,1.15,20%,0%,0,http://www.fightmetric.com/fighter-details/a25b71fe5e31fa97
Jackie Lee_,0-1-0,--,--,--,,--,0,0%,0,0%,0,0%,0%,0,http://www.fightmetric.com/fighter-details/4985113c0928aa62
Hideo Tokoro_,30-25-1,"5' 7""",135 lbs.,--,Orthodox,22-Aug-77,1.78,37%,2.01,65%,0.87,34%,44%,2.3,http://www.fightmetric.com/fighter-details/2d5fbe2103f97053
Ashley Yoder_Spider Monkey,5/3/2000,"5' 7""",115 lbs.,"69""",Southpaw,20-Oct-87,2.33,31%,3.27,52%,2,50%,0%,0,http://www.fightmetric.com/fighter-details/b4c6c904a9ffc5e8
Allan Goes_,10/5/2002,"6' 0""",205 lbs.,--,Orthodox,20-Apr-71,0.64,52%,1.35,41%,1.75,40%,0%,2.6,http://www.fightmetric.com/fighter-details/e62b36885ecdac27
Phil Cardella_,8/5/2000,"5' 11""",155 lbs.,--,,9-Jul-76,2.47,50%,2,57%,0,0%,11%,2.5,http://www.fightmetric.com/fighter-details/f6a7b02c42e9fc5b
Sergio Gomez_,10/3/2000,"5' 6""",155 lbs.,--,Orthodox,29-Apr-82,1.5,42%,1.16,56%,2.57,66%,31%,0,http://www.fightmetric.com/fighter-details/af1e5c64b8663aa0
Adam Schindler_,9/3/2000,"5' 8""",155 lbs.,--,,19-May-83,0,0%,0,0%,0,0%,0%,0,http://www.fightmetric.com/fighter-details/89ea01f5a7ada40c
Wang Guan_The Dongbei Tiger,20-1-1,"5' 9""",145 lbs.,"71""",Orthodox,14-Mar-86,4.73,43%,3.27,60%,0,0%,0%,0,http://www.fightmetric.com/fighter-details/dd12382f28296f7b
Keenan Raymond_,3/3/2000,--,165 lbs.,--,,--,0,0%,0,0%,0,0%,0%,0,http://www.fightmetric.com/fighter-details/bdd16cd6b29cb499
Roger Narvaez_Silverback,7/2/2000,"6' 3""",185 lbs.,"79""",Southpaw,9-Sep-83,2.12,37%,3.32,64%,0,0%,50%,0.9,http://www.fightmetric.com/fighter-details/3a12a2f096a6d975
Andy Ologun_,3/1/2000,"6' 0""",154 lbs.,--,Orthodox,12-Jun-83,2.36,57%,0.32,85%,0.68,100%,80%,0,http://www.fightmetric.com/fighter-details/e96d8538d3f9d0ed
Martin Svensson_Big Swede,14-6-0,"6' 1""",155 lbs.,"72""",,25-Apr-85,2.02,38%,5.91,38%,0,0%,0%,0,http://www.fightmetric.com/fighter-details/bcad7223af3c19da
Chris Clements_The Menace,12-6-0 (1 NC),"5' 10""",170 lbs.,"70""",Orthodox,9-Feb-76,3.2,49%,2.37,44%,0,0%,32%,0.3,http://www.fightmetric.com/fighter-details/e5ecaf884b6da2bc
Adam Meredith_,3/1/2000,"6' 2""",170 lbs.,--,,--,2.63,50%,2.11,55%,7.89,100%,100%,7.9,http://www.fightmetric.com/fighter-details/c1135a6892e916db
Liu Pingyuan_,11/5/2000,"5' 8""",135 lbs.,"70""",Orthodox,13-Feb-93,0,0%,0,0%,0,0%,0%,0,http://www.fightmetric.com/fighter-details/31bbd39c0a075d4e
Joanna Jedrzejczyk_,14-1-0,"5' 6""",115 lbs.,"65""",Orthodox,18-Aug-87,6.76,49%,2.48,67%,0.19,66%,81%,0,http://www.fightmetric.com/fighter-details/3d6749c4267da18f
Chad Laprise_The Disciple,14-2-0,"5' 10""",170 lbs.,"71""",,23-Jul-86,4.87,42%,3.62,65%,1.13,60%,78%,0,http://www.fightmetric.com/fighter-details/c03a5022f8439f2a
Torrance Taylor_,10/7/2001,"5' 7""",155 lbs.,--,,--,0,0%,0,0%,0,0%,0%,0,http://www.fightmetric.com/fighter-details/88e53ec16b801740
Wes Sims_The Project,22-13-1 (2 NC),"6' 10""",260 lbs.,--,Orthodox,4-Aug-79,0.98,51%,2.95,37%,0,0%,40%,2.3,http://www.fightmetric.com/fighter-details/e0f7c4f3f67bc808
Cynthia Calvillo_,6/1/2000,"5' 4""",115 lbs.,"64""",Orthodox,13-Jul-87,3.29,37%,3.29,65%,1.59,50%,69%,2.5,http://www.fightmetric.com/fighter-details/98215d037be5bcb7
Tim Williams_The South Jersey Strangler,15-3-0,"6' 2""",185 lbs.,--,,3-Jul-86,0,0%,0,0%,0,0%,0%,0,http://www.fightmetric.com/fighter-details/990bd63726a577f8
