Date,Adj Close,Open,High,Low,Range,Volume,Unemp Claims,Ret Sales,Ind Prod,NFP,Direction
5/1/2017,2399.290039,2388.5,2399.290039,2379.75,19.540039,18809590000,238000,418381,105.0682,146175,D
5/8/2017,2390.899902,2399.939941,2403.870117,2381.73999,22.130127,17759610000,236000,418381,105.0682,146175,D
5/15/2017,2381.72998,2393.97998,2405.77002,2352.719971,53.050049,19201970000,233000,418381,105.0682,146175,U
5/22/2017,2415.820068,2387.209961,2418.709961,2386.919922,31.790039,16116730000,235000,418381,105.0682,146175,U
5/29/2017,2439.070068,2411.669922,2440.22998,2403.590088,36.639892,15038090000,255000,418381,105.0682,146175,D
6/5/2017,2431.77002,2437.830078,2446.199951,2415.699951,30.5,17598940000,245000,418025,105.2526,146385,U
6/12/2017,2433.149902,2425.879883,2443.75,2418.530029,25.219971,19496610000,238000,418025,105.2526,146385,U
6/19/2017,2438.300049,2442.550049,2453.820068,2430.73999,23.080078,19022570000,242000,418025,105.2526,146385,D
6/26/2017,2423.409912,2443.320068,2450.419922,2405.699951,44.719971,17565550000,244000,418025,105.2526,146385,U
7/3/2017,2425.179932,2431.389893,2439.169922,2407.699951,31.469971,11595360000,250000,420258,105.1158,146523,U
7/10/2017,2459.27002,2424.51001,2463.540039,2412.790039,50.75,15081810000,248000,420258,105.1158,146523,U
7/17/2017,2472.540039,2459.5,2477.620117,2450.340088,27.280029,15057410000,234000,420258,105.1158,146523,D
7/24/2017,2472.100098,2472.040039,2484.040039,2459.929932,24.110107,17965610000,245000,420258,105.1158,146523,U
7/31/2017,2476.830078,2475.939941,2480.379883,2466.47998,13.899903,17288810000,241000,420258,105.1158,146523,D
8/7/2017,2441.320068,2477.139893,2490.870117,2437.75,53.120117,16365480000,244000,419882,104.6478,146731,D
8/14/2017,2425.550049,2454.959961,2474.929932,2420.689941,54.239991,15247600000,232000,419882,104.6478,146731,U
8/21/2017,2443.050049,2425.5,2454.77002,2417.350098,37.419922,13786300000,235000,419882,104.6478,146731,U
8/28/2017,2476.550049,2447.350098,2480.379883,2428.199951,52.179932,14107780000,236000,419882,104.6478,146731,D
9/4/2017,2461.429932,2470.350098,2471.969971,2446.550049,25.419922,13521090000,298000,429623,104.916,146769,U
9/11/2017,2500.22998,2474.52002,2500.22998,2474.52002,25.70996,18158360000,281000,429623,104.916,146769,U
9/18/2017,2502.219971,2502.51001,2508.850098,2496.540039,12.310059,15770230000,260000,429623,104.916,146769,U
9/25/2017,2519.360107,2499.389893,2519.439941,2488.030029,31.409912,16177570000,269000,429623,104.916,146769,U
10/2/2017,2549.330078,2521.199951,2552.51001,2520.399902,32.110108,15215390000,258000,432041,106.145,147013,U
10/9/2017,2553.169922,2551.389893,2557.649902,2541.600098,16.049804,14721510000,244000,432041,106.145,147013,U
10/16/2017,2575.209961,2555.570068,2575.439941,2547.919922,27.520019,15178860000,223000,432041,106.145,147013,U
10/23/2017,2581.070068,2578.080078,2582.97998,2544,38.97998,18269710000,234000,432041,106.145,147013,U
10/30/2017,2587.840088,2577.75,2588.419922,2566.169922,22.25,18915260000,229000,432041,106.145,147013,D
11/6/2017,2582.300049,2587.469971,2597.02002,2566.330078,30.689942,18566610000,239000,435470,106.3969,147241,D
11/13/2017,2578.850098,2576.530029,2590.090088,2557.449951,32.640137,17216450000,252000,435470,106.3969,147241,U
11/20/2017,2602.419922,2579.48999,2604.209961,2578.23999,25.969971,10448990000,240000,435470,106.3969,147241,U
11/27/2017,2642.219971,2602.659912,2657.73999,2598.870117,58.869873,19454370000,238000,435470,106.3969,147241,U
12/4/2017,2651.5,2657.189941,2665.189941,2624.75,40.439941,17189740000,,,,,U
12/11/2017,2675.810059,2652.189941,2679.629883,2651.469971,28.159912,19343950000,,,,,U
12/18/2017,2683.340088,2685.919922,2694.969971,2676.110107,18.859864,16007500000,,,,,D
12/25/2017,2673.610107,2679.090088,2692.120117,2673.610107,18.51001,8767680000,,,,,U
1/1/2018,2743.149902,2683.72998,2743.449951,2682.360107,61.089844,13827790000,,,,,
1/5/2018,2743.149902,2731.330078,2743.449951,2727.919922,15.530029,1998927821,,,,,
